scope,artifact,aggregation,window_s,selected_k,cluster_id,feature_name,rank,cluster_value,global_value,delta_vs_global,value_space,method,cut_mode,cut_value,linkage
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,1,is_filename_attr,11,572.9,46.99936775553214,525.9006322444678,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,1,is_unallocated,12,529.85,4.199367755532139,525.6506322444678,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,1,is_from_users_dir,13,317.85,17.95237091675448,299.89762908324553,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,1,is_accessed,14,393.65,94.25542676501581,299.39457323498414,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,1,has_modified_flag,15,261.95,23.505795574288726,238.44420442571126,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,2,mask_Amcache_Registry_Entry,1,0.005196304849884526,0.004425711275026343,0.0007705935748581827,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,2,account_creation,2,0.0,0.0,0.0,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,2,account_deletion,3,0.0,0.0,0.0,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,2,accessed_sensitive_file,4,0.0,0.0,0.0,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,2,HasAandBNoMC,5,0.0,0.0,0.0,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,2,has_ip_url,6,0.0,0.0,0.0,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,2,ContainsScriptExtension,7,0.0,0.0,0.0,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,2,contains_sensitive_string,8,0.0,0.0,0.0,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,2,accessed_sensitive_docs,9,0.0,0.0,0.0,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,2,is_evtx_stopped_state,10,0.0,0.0,0.0,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,2,is_cmd,11,0.0,0.0,0.0,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,2,is_apis_google,12,0.0,0.0,0.0,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,2,is_application_experience,13,0.0,0.0,0.0,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,2,is_iecompatua_container,14,0.0,0.0,0.0,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,2,macb_anomaly,15,0.0,0.0,0.0,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,3,mask_NTFS_file_stat,1,1677.0368098159508,185.0118018967334,1492.0250079192174,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,3,is_ntfs,2,1424.1411042944785,153.55405690200212,1270.5870473924765,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,3,mask_File_stat,3,1424.1411042944785,153.55532139093782,1270.5857829035408,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,3,is_standard_info,4,1382.9447852760736,138.01243414120125,1244.9323511348723,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,3,is_file_entry,5,1361.4294478527606,128.95700737618546,1232.4724404765752,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,3,has_sha256,6,1361.4294478527606,128.95742887249736,1232.4720189802633,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,3,is_file,7,1361.4294478527606,128.9582718651212,1232.4711759876395,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,3,has_macb_modified,8,748.5153374233129,68.12202318229716,680.3933142410157,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,3,has_macb_accessed,9,707.3680981595093,124.7567966280295,582.6113015314797,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,3,has_modified_flag,10,493.3128834355828,23.505795574288726,469.8070878612941,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,3,is_accessed,11,467.44785276073617,94.25542676501581,373.1924259957203,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,3,is_from_users_dir,12,282.1411042944785,17.95237091675448,264.188733377724,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,3,is_filename_attr,13,294.0920245398773,46.99936775553214,247.09265678434514,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,3,is_in_appdata,14,203.52147239263803,13.373445732349841,190.1480266602882,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,3,mask_WinEVTX,15,120.70552147239263,20.164383561643834,100.5411379107488,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,4,mask_NTFS_file_stat,1,1188.0,185.0118018967334,1002.9881981032665,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,4,is_from_users_dir,2,980.75,17.95237091675448,962.7976290832455,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,4,is_standard_info,3,779.0,138.01243414120125,640.9875658587987,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,4,is_in_appdata,4,635.5,13.373445732349841,622.1265542676501,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,4,is_ntfs,5,773.0,153.55405690200212,619.4459430979979,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,4,mask_File_stat,6,773.0,153.55532139093782,619.4446786090622,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,4,is_file_entry,7,700.0,128.95700737618546,571.0429926238146,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,4,has_sha256,8,700.0,128.95742887249736,571.0425711275027,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,4,is_file,9,700.0,128.9582718651212,571.0417281348788,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,4,has_macb_accessed,10,633.25,124.7567966280295,508.4932033719705,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,4,has_macb_modified,11,554.0,68.12202318229716,485.87797681770286,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,4,is_filename_attr,12,409.0,46.99936775553214,362.00063224446785,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,4,mask_Registry_Key,13,309.0,10.684510010537409,298.3154899894626,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,4,mask_WinEVTX,14,288.0,20.164383561643834,267.83561643835617,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,4,is_accessed,15,311.5,94.25542676501581,217.2445732349842,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,5,mask_NTFS_file_stat,1,4378.0,185.0118018967334,4192.988198103267,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,5,mask_Registry_Key,2,3589.0,10.684510010537409,3578.3154899894625,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,5,has_macb_accessed,3,3121.0,124.7567966280295,2996.2432033719706,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,5,is_from_system32,4,2782.0,8.594309799789253,2773.4056902002108,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,5,is_standard_info,5,2751.0,138.01243414120125,2612.987565858799,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,5,has_macb_modified,6,2634.0,68.12202318229716,2565.877976817703,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,5,is_ntfs,7,2666.0,153.55405690200212,2512.4459430979978,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,5,mask_File_stat,8,2666.0,153.55532139093782,2512.444678609062,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,5,is_file_entry,9,1755.0,128.95700737618546,1626.0429926238146,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,5,has_sha256,10,1755.0,128.95742887249736,1626.0425711275027,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,5,is_file,11,1755.0,128.9582718651212,1626.041728134879,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,5,is_in_system32,12,1605.0,8.321601685985248,1596.6783983140147,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,5,is_filename_attr,13,1627.0,46.99936775553214,1580.0006322444679,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,5,is_accessed,14,1593.0,94.25542676501581,1498.7445732349843,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,5,key_new_registry_branch,15,1213.0,1.7850368809272918,1211.2149631190728,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,6,global_shannon_entropy_spike_score,1,4.127140687460671,2.2005048767943354,1.926635810666336,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,6,global_permutation_entropy_spike_score,2,3.3624029407876637,1.9121799405728983,1.4502230002147654,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,6,global_dispersion_entropy_spike_score,3,3.3274786661709803,1.9676746105966283,1.359804055574352,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,6,event_powershell,4,0.6552062868369352,0.2672286617492097,0.3879776250877255,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,6,is_ntfs_event,5,0.6817288801571709,0.31001053740779766,0.37171834274937327,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,6,mask_Chrome_Cache,6,2.643418467583497,2.3049525816649106,0.3384658859185863,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,6,is_suspicious_domain,7,2.3634577603143416,2.0642781875658587,0.29917957274848295,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,6,is_admin_activity,8,0.6100196463654224,0.4050579557428873,0.2049616906225351,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,6,global_shannon_entropy,9,0.34462973193663177,0.2280790454815617,0.11655068645507008,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,6,is_user_account_event,10,0.16110019646365423,0.07839831401475238,0.08270188244890185,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,6,global_shannon_entropy_diff,11,0.07126673224259499,-1.0181487273890524e-05,0.07127691372986887,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,6,global_permutation_entropy,12,0.2173446494398491,0.15465076737481068,0.06269388206503843,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,6,is_policy_change,13,0.7288801571709234,0.6695468914646997,0.05933326570622366,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,6,is_cdn_usage,14,0.17485265225933203,0.11696522655426765,0.057887425705064374,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,6,global_shannon_entropy_diff_abs,15,0.09327389629845341,0.04973168574213079,0.04354221055632262,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,7,global_shannon_entropy_spike_score,1,6.596946092372331,2.2005048767943354,4.396441215577996,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,7,is_in_temp_or_spool,2,5.0,1.258377239199157,3.741622760800843,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,7,global_permutation_entropy_spike_score,3,5.134802311978949,1.9121799405728983,3.2226223714060507,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,7,global_dispersion_entropy_spike_score,4,4.840607661496919,1.9676746105966283,2.872933050900291,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,7,is_policy_change,5,2.0,0.6695468914646997,1.3304531085353002,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,7,IsUserHive,6,2.0,0.9412012644889357,1.0587987355110644,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,7,is_user_location,7,1.0,0.00021074815595363542,0.9997892518440463,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,7,accessed_network_path,8,1.0,0.00021074815595363542,0.9997892518440463,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,7,accessed_appdata,9,1.0,0.00021074815595363542,0.9997892518440463,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,7,multiple_entries,10,1.0,0.00021074815595363542,0.9997892518440463,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,7,mask_MRUList_Registry_Key,11,1.0,0.0006322444678609062,0.9993677555321391,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,7,is_obfuscated_path,12,1.0,0.005479452054794521,0.9945205479452055,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,7,is_multiple_volumes,13,1.0,0.005479452054794521,0.9945205479452055,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,7,mask_WinEVTX,14,21.0,20.164383561643834,0.8356164383561655,raw_mean,agglomerative,distance,195.33969972925615,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,8,7,is_run_often,15,1.0,0.220231822971549,0.779768177028451,raw_mean,agglomerative,distance,195.33969972925615,ward
