window_id,row_idx,time_cluster,global_shannon_entropy,global_permutation_entropy,global_dispersion_entropy,global_shannon_entropy_diff,global_shannon_entropy_diff_abs,global_shannon_entropy_spike_score,global_shannon_entropy_spike,global_permutation_entropy_diff,global_permutation_entropy_diff_abs,global_permutation_entropy_spike_score,global_permutation_entropy_spike,global_dispersion_entropy_diff,global_dispersion_entropy_diff_abs,global_dispersion_entropy_spike_score,global_dispersion_entropy_spike
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::10,10,2022-02-04 07:15:00,0.5017611289153764,0.3258728790205212,0.1882035038893523,-0.0425233820846162,0.0425233820846162,1.88155515459866,False,-0.0263976913839582,0.0263976913839582,1.735952954619289,False,-0.0153947982866231,0.0153947982866231,1.435568753624843,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::11,11,2022-02-04 07:16:00,0.5227232939090487,0.3280430354052012,0.1950304802877528,0.0209621649936723,0.0209621649936723,0.9275242857425616,False,0.00217015638468,0.00217015638468,0.1608114389867716,False,0.0068269763984005,0.0068269763984005,0.6596895172396107,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::12,12,2022-02-04 07:39:00,0.2779001976255111,0.1788212725420052,0.1023850798378536,-0.2448230962835375,0.2448230962835375,10.832820349530556,True,-0.149221762863196,0.149221762863196,9.890866385490211,True,-0.0926454004498992,0.0926454004498992,8.719413784280691,True
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::13,13,2022-02-04 07:40:00,0.2779001976255111,0.1736484328906445,0.0978741530845491,0.0,0.0,0.0,False,-0.0051728396513606,0.0051728396513606,0.3267273331444105,False,-0.0045109267533044,0.0045109267533044,0.4093446031036275,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::14,14,2022-02-04 09:39:00,0.2779001976255111,0.1736484328906445,0.0978741530845491,0.0,0.0,0.0,False,0.0,0.0,0.0167237431843315,False,0.0,0.0,0.0159840091738912,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::15,15,2022-02-04 09:59:00,0.5529286626685948,0.3589467577887375,0.204643676580862,0.2750284650430836,0.2750284650430836,12.16933368642804,True,0.1852983248980929,0.1852983248980929,12.319619911911136,True,0.1067695234963128,0.1067695234963128,10.083124476252555,True
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::16,16,2022-02-04 11:59:00,0.5529286626685948,0.3596021817048576,0.2055419860142135,0.0,0.0,0.0,False,0.00065542391612,0.00065542391612,0.060240663215638,False,0.0008983094333515,0.0008983094333515,0.1006842771184637,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::17,17,2022-02-04 12:44:00,0.5529286626685948,0.3589467577887375,0.204643676580862,0.0,0.0,0.0,False,-0.00065542391612,0.00065542391612,0.026793176846975,False,-0.0008983094333515,0.0008983094333515,0.0687162587706812,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::18,18,2022-02-04 17:00:00,0.2847359091859005,0.1763187492887344,0.0990041739456905,-0.2681927534826942,0.2681927534826942,11.86687024887251,True,-0.182628008500003,0.182628008500003,12.108876568165368,True,-0.1056395026351715,0.1056395026351715,9.944608462116143,True
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::19,19,2022-02-04 17:10:00,0.1654270339962668,0.0665529768053187,0.0221843256017729,-0.1193088751896337,0.1193088751896337,5.279124521556723,False,-0.1097657724834157,0.1097657724834157,7.27118294720935,True,-0.0768198483439176,0.0768198483439176,7.2272458809043005,True
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::20,20,2022-02-04 17:18:00,0.3657919736436475,0.2158407687434447,0.1089223300599379,0.2003649396473807,0.2003649396473807,8.865656175799941,True,0.1492877919381259,0.1492877919381259,9.928697877237374,True,0.086738004458165,0.086738004458165,8.194382171123147,True
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::21,21,2022-02-04 17:19:00,0.3657919736436475,0.2158407687434447,0.1089223300599379,0.0,0.0,0.0,False,0.0,0.0,0.0167237431843315,False,0.0,0.0,0.0159840091738912,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::22,22,2022-02-04 18:01:00,0.3299742842369207,0.1786802340774823,0.0879702653529421,-0.0358176894067268,0.0358176894067268,1.5848447330679651,False,-0.0371605346659623,0.0371605346659623,2.450552740945469,False,-0.0209520647069958,0.0209520647069958,1.9595551856594784,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::23,23,2022-02-04 18:25:00,0.5529286626685948,0.356946179406,0.2018330669546414,0.222954378431674,0.222954378431674,9.865183327697258,True,0.1782659453285176,0.1782659453285176,11.852704543349963,True,0.1138628016016993,0.1138628016016993,10.751939178431549,True
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::24,24,2022-02-04 18:29:00,0.1654270339962668,0.1025724935640455,0.0466024757954429,-0.3875016286723279,0.3875016286723279,17.145994770429233,True,-0.2543736858419544,0.2543736858419544,16.872436192238837,True,-0.1552305911591985,0.1552305911591985,14.620478857884589,True
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::25,25,2022-02-04 18:32:00,0.1654270339962668,0.0665529768053187,0.0221843256017729,0.0,0.0,0.0,False,-0.0360195167587267,0.0360195167587267,2.374794771481374,False,-0.02441815019367,0.02441815019367,2.286367260141174,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::26,26,2022-02-04 18:47:00,0.2600071374718504,0.1539575443200446,0.0836521722240803,0.0945801034755836,0.0945801034755836,4.184937145000492,False,0.0874045675147258,0.0874045675147258,5.81995655382919,False,0.0614678466223074,0.0614678466223074,5.811696361275805,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::27,27,2022-02-04 19:40:00,0.6129707245887465,0.3906576319818604,0.222629441855139,0.352963587116896,0.352963587116896,15.617771310003318,True,0.2367000876618157,0.2367000876618157,15.73244380289558,True,0.1389772696310587,0.1389772696310587,13.119945226676656,True
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::28,28,2022-02-04 20:50:00,0.3657919736436475,0.2158407687434447,0.1089223300599379,-0.2471787509450989,0.2471787509450989,10.937052279203868,True,-0.1748168632384156,0.1748168632384156,11.590254993118734,True,-0.1137071117952011,0.1137071117952011,10.705291398481537,True
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::29,29,2022-02-04 21:47:00,0.5529286626685948,0.356946179406,0.2018330669546414,0.1871366890249471,0.1871366890249471,8.280338594629294,True,0.1411054106625552,0.1411054106625552,9.385428059220164,True,0.0929107368947035,0.0929107368947035,8.77639998359818,True
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::30,30,2022-02-04 22:10:00,0.3299742842369207,0.1989495364009457,0.1107437670528329,-0.222954378431674,0.222954378431674,9.865183327697258,True,-0.1579966430050542,0.1579966430050542,10.4734752101392,True,-0.0910892999018085,0.0910892999018085,8.572691364946598,True
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::31,31,2022-02-04 22:12:00,0.3299742842369207,0.1989495364009457,0.1107437670528329,0.0,0.0,0.0,False,0.0,0.0,0.0167237431843315,False,0.0,0.0,0.0159840091738912,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::32,32,2022-02-04 22:15:00,0.3299742842369207,0.2078793709311861,0.1189582754762477,0.0,0.0,0.0,False,0.0089298345302404,0.0089298345302404,0.6096207760629596,False,0.0082145084234147,0.0082145084234147,0.7905178598318789,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::33,33,2022-02-04 22:18:00,0.3299742842369207,0.1989495364009457,0.1107437670528329,0.0,0.0,0.0,False,-0.0089298345302404,0.0089298345302404,0.5761732896942966,False,-0.0082145084234147,0.0082145084234147,0.7585498414840964,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::34,34,2022-02-04 22:26:00,0.3299742842369207,0.1989495364009457,0.1107437670528329,0.0,0.0,0.0,False,0.0,0.0,0.0167237431843315,False,0.0,0.0,0.0159840091738912,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::35,35,2022-02-04 23:02:00,0.1654270339962668,0.1115855142759345,0.0527293192420103,-0.1645472502406539,0.1645472502406539,7.280811442731976,True,-0.0873640221250112,0.0873640221250112,5.783817053271761,False,-0.0580144478108225,0.0580144478108225,5.454112476287377,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::36,36,2022-02-05 00:37:00,0.6067550999695447,0.3884811284334044,0.220076894360902,0.4413280659732779,0.4413280659732779,19.52768234071126,True,0.2768956141574699,0.2768956141574699,18.40122879701416,True,0.1673475751188916,0.1673475751188916,15.794939373764054,True
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::37,37,2022-02-05 01:10:00,0.4540457344075104,0.2916624800400911,0.1708165837657461,-0.1527093655620343,0.1527093655620343,6.757014137703898,True,-0.0968186483933132,0.0968186483933132,6.411557672929325,True,-0.0492603105951559,0.0492603105951559,4.628697824874793,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::38,38,2022-02-05 01:11:00,0.4653126161772339,0.2927081267319792,0.1737638646295588,0.0112668817697235,0.0112668817697235,0.4985318295683338,False,0.0010456466918881,0.0010456466918881,0.0861495336578671,False,0.0029472808638127,0.0029472808638127,0.2938787630355626,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::39,39,2022-02-05 01:12:00,0.3956443369734603,0.2519845892701472,0.1493605648538898,-0.0696682792037736,0.0696682792037736,3.082650142621218,False,-0.040723537461832,0.040723537461832,2.687118578605229,False,-0.0244032997756689,0.0244032997756689,2.284967036190406,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::40,40,2022-02-05 01:13:00,0.5912543539295132,0.3320475336827725,0.2111218919045812,0.1956100169560528,0.1956100169560528,8.655262532091559,True,0.0800629444126252,0.0800629444126252,5.332508937749855,False,0.0617613270506914,0.0617613270506914,5.839368196834592,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::41,41,2022-02-05 01:14:00,0.4928928879340533,0.309789219830475,0.1845996254395575,-0.0983614659954599,0.0983614659954599,4.352253143679095,False,-0.0222583138522974,0.0222583138522974,1.4611186731804793,False,-0.0265222664650237,0.0265222664650237,2.4847612715513216,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::42,42,2022-02-05 01:15:00,0.4967237619497661,0.309593172546311,0.1854523695826471,0.0038308740157128,0.0038308740157128,0.169506760693201,False,-0.000196047284164,0.000196047284164,0.0037071690595676,False,0.0008527441430896,0.0008527441430896,0.0963879932870028,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::43,43,2022-02-05 01:16:00,0.5519057646217828,0.3405119651727987,0.2042553875595301,0.0551820026720166,0.0551820026720166,2.4416680066041097,False,0.0309187926264876,0.0309187926264876,2.0695792968180413,False,0.0188030179768829,0.0188030179768829,1.788892766089184,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::44,44,2022-02-05 01:17:00,0.544705333846731,0.339687018595014,0.2029017801493541,-0.0072004307750517,0.0072004307750517,0.3186013664945686,False,-0.0008249465777847,0.0008249465777847,0.0380486466730154,False,-0.001353607410176,0.001353607410176,0.1116456316570087,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::45,45,2022-02-05 01:18:00,0.4770953764666819,0.298106481282791,0.1778073954075874,-0.0676099573800491,0.0676099573800491,2.991574460316712,False,-0.0415805373122229,0.0415805373122229,2.7440191478994853,False,-0.0250943847417667,0.0250943847417667,2.350128415585644,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::46,46,2022-02-05 01:19:00,0.5943426196634166,0.3559749088807238,0.215286507668781,0.1172472431967347,0.1172472431967347,5.187902372401095,False,0.0578684275979327,0.0578684275979327,3.858902330478072,False,0.0374791122611936,0.0374791122611936,3.5498340757415896,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::47,47,2022-02-05 01:20:00,0.5573927229168449,0.3418717021243932,0.2044706349068508,-0.0369498967465716,0.0369498967465716,1.6349421254183758,False,-0.0141032067563305,0.0141032067563305,0.919659726362118,False,-0.0108158727619302,0.0108158727619302,1.0038286377577192,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::48,48,2022-02-05 01:21:00,0.6378339105174224,0.3758221510087232,0.2308424891323256,0.0804411876005775,0.0804411876005775,3.55932486439408,False,0.03395044888433,0.03395044888433,2.2708663412638987,False,0.0263718542254748,0.0263718542254748,2.5025471422794308,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::49,49,2022-02-05 01:22:00,0.6622602963339962,0.383452637819674,0.2371951051620412,0.0244263858165737,0.0244263858165737,1.080807543716444,False,0.0076304868109507,0.0076304868109507,0.5233504868615656,False,0.0063526160297155,0.0063526160297155,0.6149627796164793,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::50,50,2022-02-05 01:23:00,0.6540088627209735,0.369140107423542,0.2306508992598329,-0.0082514336130227,0.0082514336130227,0.3651056591998648,False,-0.014312530396132,0.014312530396132,0.9335577851144236,False,-0.0065442059022083,0.0065442059022083,0.6010594870002927,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::51,51,2022-02-05 01:24:00,0.5752918728400382,0.3421580629568971,0.2100200046392839,-0.0787169898809352,0.0787169898809352,3.483033352573955,False,-0.0269820444666448,0.0269820444666448,1.7747511213384033,False,-0.0206308946205489,0.0206308946205489,1.92927253319268,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::52,52,2022-02-05 01:25:00,0.5557572607390288,0.3420506002564591,0.2055871328500347,-0.0195346121010094,0.0195346121010094,0.8643585785016105,False,-0.000107462700438,0.000107462700438,0.0095887491349932,False,-0.0044328717892491,0.0044328717892491,0.4019849159797632,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::53,53,2022-02-05 01:26:00,0.5620207821480622,0.3585438906882739,0.2085347560534345,0.0062635214090334,0.0062635214090334,0.2771454295346233,False,0.0164932904318148,0.0164932904318148,1.1117969974885376,False,0.0029476232033998,0.0029476232033998,0.2939110417289349,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::54,54,2022-02-05 01:27:00,0.5548422463586162,0.3355880764637253,0.2032679451892063,-0.0071785357894459,0.0071785357894459,0.3176325671891781,False,-0.0229558142245486,0.0229558142245486,1.507429262670014,False,-0.0052668108642282,0.0052668108642282,0.4806157980318901,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::55,55,2022-02-05 01:28:00,0.5792508102367341,0.3559310064252255,0.2122600384191952,0.0244085638781178,0.0244085638781178,1.0800189667377853,False,0.0203429299615002,0.0203429299615002,1.3673941025718843,False,0.0089920932299888,0.0089920932299888,0.8638351812594487,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::56,56,2022-02-05 01:29:00,0.5043936625580911,0.3083978276537735,0.1859536017130438,-0.0748571476786429,0.0748571476786429,3.3122448208149096,False,-0.047533178771452,0.047533178771452,3.139245223703625,False,-0.0263064367061513,0.0263064367061513,2.464411002781795,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::57,57,2022-02-05 01:30:00,0.4577592905439686,0.2817413639884397,0.1687565248907984,-0.0466343720141225,0.0466343720141225,2.063456356082916,False,-0.0266564636653337,0.0266564636653337,1.7531341596348162,False,-0.0171970768222454,0.0171970768222454,1.6055029313261884,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::58,58,2022-02-05 01:31:00,0.4404781633303561,0.2808728598200787,0.166341349855797,-0.0172811272136124,0.0172811272136124,0.7646474102494014,False,-0.0008685041683609,0.0008685041683609,0.040940656163736,False,-0.0024151750350013,0.0024151750350013,0.2117392730301324,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::59,59,2022-02-05 01:32:00,0.4983361356982007,0.3127488368675896,0.1854790519785578,0.0578579723678445,0.0578579723678445,2.5600730893587174,False,0.0318759770475108,0.0318759770475108,2.133131628187728,False,0.0191377021227607,0.0191377021227607,1.820449639233537,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::60,60,2022-02-05 01:33:00,0.5364575657791898,0.3303506961022436,0.1979924655051965,0.0381214300809891,0.0381214300809891,1.6867795963836674,False,0.0176018592346539,0.0176018592346539,1.1854005062343436,False,0.0125134135266386,0.0125134135266386,1.1958552642859726,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::61,61,2022-02-05 01:34:00,0.4754615963447383,0.294955420077693,0.1761761566573439,-0.0609959694344515,0.0609959694344515,2.6989217478224545,False,-0.0353952760245505,0.0353952760245505,2.333348261152241,False,-0.0218163088478525,0.0218163088478525,2.0410434875544943,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::62,62,2022-02-05 01:35:00,0.4775061446129405,0.3167820835568912,0.1798541264332519,0.0020445482682022,0.0020445482682022,0.0904662363216249,False,0.0218266634791982,0.0218266634791982,1.46590670067733,False,0.0036779697759079,0.0036779697759079,0.3627743399279115,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::63,63,2022-02-05 01:36:00,0.4861384538038509,0.3214763018514002,0.1830563114952114,0.0086323091909104,0.0086323091909104,0.3819584675068168,False,0.004694218294509,0.004694218294509,0.3283967186547991,False,0.0032021850619595,0.0032021850619595,0.3179133028963763,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::64,64,2022-02-05 01:37:00,0.5076813397055074,0.3211020413524934,0.1880799564767845,0.0215428859016565,0.0215428859016565,0.9532197587796468,False,-0.0003742604989068,0.0003742604989068,0.0081253106894121,False,0.005023644981573,0.005023644981573,0.4896560649265553,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::65,65,2022-02-05 01:38:00,0.5053806201523356,0.3195344298788456,0.1872809076920112,-0.0023007195531717,0.0023007195531717,0.1018011861319562,False,-0.0015676114736477,0.0015676114736477,0.0873579380926029,False,-0.0007990487847732,0.0007990487847732,0.0593571190146111,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::66,66,2022-02-05 01:39:00,0.5086790469959379,0.321883918375273,0.1885847621183578,0.0032984268436022,0.0032984268436022,0.1459472818341898,False,0.0023494884964274,0.0023494884964274,0.1727182079862201,False,0.0013038544263465,0.0013038544263465,0.1389225147401019,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::67,67,2022-02-05 01:40:00,0.3598937665280126,0.2396284553557048,0.1372152265135377,-0.1487852804679252,0.1487852804679252,6.583383015861036,True,-0.0822554630195682,0.0822554630195682,5.444633888606705,False,-0.0513695356048201,0.0513695356048201,4.827573531664827,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::68,68,2022-02-05 01:41:00,0.3014824878570418,0.1975597571522236,0.1139802632604135,-0.0584112786709707,0.0584112786709707,2.5845555335031545,False,-0.0420686982034811,0.0420686982034811,2.776430626859621,False,-0.0232349632531241,0.0232349632531241,2.174806313353773,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::69,69,2022-02-05 01:42:00,0.2829808271974053,0.1852117236275393,0.1066303724006193,-0.0185016606596364,0.0185016606596364,0.8186530157338596,False,-0.0123480335246843,0.0123480335246843,0.8031248681061232,False,-0.0073498908597942,0.0073498908597942,0.6770263301089426,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::70,70,2022-02-05 01:43:00,0.3329901591728127,0.219053701156195,0.1265017679497414,0.0500093319754073,0.0500093319754073,2.21279004029184,False,0.0338419775286556,0.0338419775286556,2.2636643774745524,False,0.0198713955491221,0.0198713955491221,1.889628507332605,False
parquet_data\Magnet_CTF_2022_Windows_Laptop\agg_sum_Magnet_CTF_2022_Windows_Laptop_60s.parquet::71,71,2022-02-05 01:44:00,0.4791768008314551,0.3093957526105109,0.1798970772548062,0.1461866416586424,0.1461866416586424,6.468399634792784,True,0.0903420514543159,0.0903420514543159,6.014991020146977,True,0.0533953093050648,0.0533953093050648,5.050548756255142,False
