scope,artifact,aggregation,window_s,selected_k,cluster_id,feature_name,rank,cluster_value,global_value,delta_vs_global,value_space,n_clusters
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,5,is_from_system32,4,2782.0,8.594309799789253,2773.4056902002108,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,5,is_standard_info,5,2751.0,138.01243414120125,2612.987565858799,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,5,has_macb_modified,6,2634.0,68.12202318229716,2565.877976817703,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,5,is_ntfs,7,2666.0,153.55405690200212,2512.4459430979978,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,5,mask_File_stat,8,2666.0,153.55532139093782,2512.444678609062,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,5,is_file_entry,9,1755.0,128.95700737618546,1626.0429926238146,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,5,has_sha256,10,1755.0,128.95742887249736,1626.0425711275027,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,6,mask_NTFS_file_stat,1,10.759332023575638,185.0118018967334,-174.25246987315776,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,6,is_ntfs,2,6.777013752455796,153.55405690200212,-146.77704314954633,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,6,mask_File_stat,3,6.782907662082515,153.55532139093782,-146.7724137288553,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,6,is_standard_info,4,6.386051080550098,138.01243414120125,-131.62638306065116,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,6,is_file_entry,5,6.433202357563851,128.95700737618546,-122.5238050186216,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,6,is_file,6,6.439096267190569,128.9582718651212,-122.51917559793063,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,6,has_sha256,7,6.439096267190569,128.95742887249736,-122.5183326053068,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,6,has_macb_accessed,8,6.69056974459725,124.7567966280295,-118.06622688343225,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,6,is_accessed,9,3.1591355599214146,94.25542676501581,-91.0962912050944,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,6,has_macb_modified,10,7.201375245579568,68.12202318229716,-60.920647936717586,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,7,mask_NTFS_file_stat,1,19.0,185.0118018967334,-166.0118018967334,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,7,mask_File_stat,2,14.0,153.55532139093782,-139.55532139093782,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,7,is_ntfs,3,14.0,153.55405690200212,-139.55405690200212,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,7,is_standard_info,4,15.0,138.01243414120125,-123.01243414120125,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,7,is_file,5,12.0,128.9582718651212,-116.95827186512119,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,7,has_sha256,6,12.0,128.95742887249736,-116.95742887249736,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,7,is_file_entry,7,12.0,128.95700737618546,-116.95700737618546,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,7,has_macb_accessed,8,14.0,124.7567966280295,-110.7567966280295,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,7,is_accessed,9,9.0,94.25542676501581,-85.25542676501581,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,7,has_macb_modified,10,7.0,68.12202318229716,-61.122023182297156,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,8,mask_WinEVTX,1,351.3333333333333,20.164383561643834,331.1689497716895,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,8,is_from_users_dir,2,343.22222222222223,17.95237091675448,325.26985130546774,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,8,mask_NTFS_file_stat,3,444.77777777777777,185.0118018967334,259.76597588104437,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,8,is_in_appdata,4,256.55555555555554,13.373445732349841,243.1821098232057,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,8,has_macb_accessed,5,340.44444444444446,124.7567966280295,215.68764781641494,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,8,is_file_entry,6,333.1111111111111,128.95700737618546,204.15410373492563,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,8,has_sha256,7,333.1111111111111,128.95742887249736,204.15368223861373,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,8,is_file,8,333.1111111111111,128.9582718651212,204.1528392459899,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,8,is_ntfs,9,354.1111111111111,153.55405690200212,200.55705420910897,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,8,mask_File_stat,10,354.1111111111111,153.55532139093782,200.55578972017327,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,9,mask_Registry_Key,1,2324.0,10.684510010537409,2313.3154899894625,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,9,IsSystemHive,2,1800.0,2.0836670179135934,1797.9163329820865,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,9,mask_WinEVTX,3,1714.0,20.164383561643834,1693.835616438356,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,9,mask_NTFS_file_stat,4,484.0,185.0118018967334,298.9881981032666,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,9,is_ntfs,5,449.0,153.55405690200212,295.4459430979979,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,9,mask_File_stat,6,449.0,153.55532139093782,295.4446786090622,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,9,is_file_entry,7,377.0,128.95700737618546,248.04299262381454,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,9,is_file,8,377.0,128.9582718651212,248.0417281348788,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,9,has_sha256,9,375.0,128.95742887249736,246.04257112750264,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,10,9,has_macb_accessed,10,368.0,124.7567966280295,243.24320337197048,raw_mean,10
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,0,mask_NTFS_file_stat,1,8458.4375,185.0118018967334,8273.425698103267,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,0,is_ntfs,2,7190.5,153.55405690200212,7036.945943097998,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,0,mask_File_stat,3,7190.5,153.55532139093782,7036.944678609062,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,0,has_macb_accessed,4,6774.5,124.7567966280295,6649.743203371971,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,0,is_standard_info,5,6042.703125,138.01243414120125,5904.690690858799,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,0,is_file_entry,6,5589.125,128.95700737618546,5460.167992623815,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,0,is_file,7,5589.125,128.9582718651212,5460.166728134879,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,0,has_sha256,8,5589.09375,128.95742887249736,5460.136321127503,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,0,is_accessed,9,5535.171875,94.25542676501581,5440.916448234984,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,0,has_macb_modified,10,2535.53125,68.12202318229716,2467.409226817703,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,1,mask_NTFS_file_stat,1,1677.0368098159508,185.0118018967334,1492.0250079192174,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,1,is_ntfs,2,1424.1411042944785,153.55405690200212,1270.5870473924765,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,1,mask_File_stat,3,1424.1411042944785,153.55532139093782,1270.5857829035408,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,1,is_standard_info,4,1382.9447852760736,138.01243414120125,1244.9323511348723,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,1,is_file_entry,5,1361.4294478527606,128.95700737618546,1232.4724404765752,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,1,has_sha256,6,1361.4294478527606,128.95742887249736,1232.4720189802633,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,1,is_file,7,1361.4294478527606,128.9582718651212,1232.4711759876395,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,1,has_macb_modified,8,748.5153374233129,68.12202318229716,680.3933142410157,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,1,has_macb_accessed,9,707.3680981595093,124.7567966280295,582.6113015314797,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,1,has_modified_flag,10,493.3128834355828,23.505795574288726,469.8070878612941,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,2,mask_NTFS_file_stat,1,0.12673210161662818,185.0118018967334,-184.88506979511678,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,2,mask_File_stat,2,0.07303695150115473,153.55532139093782,-153.48228443943665,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,2,is_ntfs,3,0.07303695150115473,153.55405690200212,-153.48101995050095,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,2,is_standard_info,4,0.07245958429561201,138.01243414120125,-137.93997455690564,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,2,is_file,5,0.07159353348729793,128.9582718651212,-128.8866783316339,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,2,has_sha256,6,0.07159353348729793,128.95742887249736,-128.88583533901007,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,2,is_file_entry,7,0.07159353348729793,128.95700737618546,-128.88541384269817,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,2,has_macb_accessed,8,0.08978060046189376,124.7567966280295,-124.66701602756761,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,2,is_accessed,9,0.03868360277136259,94.25542676501581,-94.21674316224446,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,2,has_macb_modified,10,0.09353348729792148,68.12202318229716,-68.02848969499924,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,3,mask_NTFS_file_stat,1,2501.6,185.0118018967334,2316.5881981032667,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,3,has_macb_accessed,2,1781.2,124.7567966280295,1656.4432033719706,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,3,is_standard_info,3,1746.0666666666666,138.01243414120125,1608.0542325254653,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,3,has_macb_modified,4,1637.1333333333334,68.12202318229716,1569.0113101510362,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,3,mask_Registry_Key,5,1397.2,10.684510010537409,1386.5154899894626,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,3,is_ntfs,6,1243.1333333333334,153.55405690200212,1089.5792764313314,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,3,mask_File_stat,7,1243.1333333333334,153.55532139093782,1089.5780119423957,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,3,is_file_entry,8,1099.1333333333334,128.95700737618546,970.176325957148,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,3,has_sha256,9,1099.1333333333334,128.95742887249736,970.1759044608361,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,3,is_file,10,1099.1333333333334,128.9582718651212,970.1750614682122,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,4,mask_NTFS_file_stat,1,1188.0,185.0118018967334,1002.9881981032665,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,4,is_from_users_dir,2,980.75,17.95237091675448,962.7976290832455,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,4,is_standard_info,3,779.0,138.01243414120125,640.9875658587987,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,4,is_in_appdata,4,635.5,13.373445732349841,622.1265542676501,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,4,is_ntfs,5,773.0,153.55405690200212,619.4459430979979,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,4,mask_File_stat,6,773.0,153.55532139093782,619.4446786090622,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,4,is_file_entry,7,700.0,128.95700737618546,571.0429926238146,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,4,has_sha256,8,700.0,128.95742887249736,571.0425711275027,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,4,is_file,9,700.0,128.9582718651212,571.0417281348788,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,4,has_macb_accessed,10,633.25,124.7567966280295,508.4932033719705,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,5,mask_NTFS_file_stat,1,4378.0,185.0118018967334,4192.988198103267,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,5,mask_Registry_Key,2,3589.0,10.684510010537409,3578.3154899894625,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,5,has_macb_accessed,3,3121.0,124.7567966280295,2996.2432033719706,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,5,is_from_system32,4,2782.0,8.594309799789253,2773.4056902002108,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,5,is_standard_info,5,2751.0,138.01243414120125,2612.987565858799,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,5,has_macb_modified,6,2634.0,68.12202318229716,2565.877976817703,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,5,is_ntfs,7,2666.0,153.55405690200212,2512.4459430979978,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,5,mask_File_stat,8,2666.0,153.55532139093782,2512.444678609062,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,5,is_file_entry,9,1755.0,128.95700737618546,1626.0429926238146,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,5,has_sha256,10,1755.0,128.95742887249736,1626.0425711275027,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,6,mask_NTFS_file_stat,1,10.759332023575638,185.0118018967334,-174.25246987315776,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,6,is_ntfs,2,6.777013752455796,153.55405690200212,-146.77704314954633,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,6,mask_File_stat,3,6.782907662082515,153.55532139093782,-146.7724137288553,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,6,is_standard_info,4,6.386051080550098,138.01243414120125,-131.62638306065116,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,6,is_file_entry,5,6.433202357563851,128.95700737618546,-122.5238050186216,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,6,is_file,6,6.439096267190569,128.9582718651212,-122.51917559793063,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,6,has_sha256,7,6.439096267190569,128.95742887249736,-122.5183326053068,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,6,has_macb_accessed,8,6.69056974459725,124.7567966280295,-118.06622688343225,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,6,is_accessed,9,3.1591355599214146,94.25542676501581,-91.0962912050944,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,6,has_macb_modified,10,7.201375245579568,68.12202318229716,-60.920647936717586,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,7,mask_NTFS_file_stat,1,19.0,185.0118018967334,-166.0118018967334,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,7,mask_File_stat,2,14.0,153.55532139093782,-139.55532139093782,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,7,is_ntfs,3,14.0,153.55405690200212,-139.55405690200212,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,7,is_standard_info,4,15.0,138.01243414120125,-123.01243414120125,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,7,is_file,5,12.0,128.9582718651212,-116.95827186512119,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,7,has_sha256,6,12.0,128.95742887249736,-116.95742887249736,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,7,is_file_entry,7,12.0,128.95700737618546,-116.95700737618546,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,7,has_macb_accessed,8,14.0,124.7567966280295,-110.7567966280295,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,7,is_accessed,9,9.0,94.25542676501581,-85.25542676501581,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,7,has_macb_modified,10,7.0,68.12202318229716,-61.122023182297156,raw_mean,11
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,11,8,mask_WinEVTX,1,351.3333333333333,20.164383561643834,331.1689497716895,raw_mean,11
